id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
19165,generated_mix,time_activity,hom_qua toi dang tam,Hôm qua tôi đang tắm.,medium,synthetic_template_v4,train
19166,time_activity,time_doing,mua_dong ba xem,Mùa đông bà xem.,medium,synthetic_template_v4,train
19167,time_activity,time_doing,thu_nam em noi,Thứ năm em nói.,medium,synthetic_template_v4,train
19168,time_activity,time_doing,buoi_trua thay_giao di_hoc,Buổi trưa thầy giáo đi học.,medium,synthetic_template_v4,train
19169,generated_health,time_symptom,thang bo bi chong_mat,Tháng bố bị chóng mặt.,medium,synthetic_template_v4,train
19170,generated_mix,time_activity,ngay ba dang noi,Ngày bà đang nói.,medium,synthetic_template_v4,train
19171,generated_health,time_symptom,thang me bi dau_hong,Tháng mẹ bị đau họng.,medium,synthetic_template_v4,train
19172,generated_mix,time_activity,thu_tu me dang di_cho,Thứ tư mẹ đang đi chợ.,medium,synthetic_template_v4,train
19173,quantity,want_quantity,ban muon ba_muoi but,Bạn muốn ba mươi bút.,medium,synthetic_template_v4,train
19174,quantity,want_quantity,toi muon tam pho,Tôi muốn tám phở.,medium,synthetic_template_v4,train
19175,generated_health,time_symptom,thu_ba co_giao bi dau,Thứ ba cô giáo bị đau.,medium,synthetic_template_v4,train
19176,quantity,want_quantity,em muon mot_tram chao,Em muốn một trăm cháo.,medium,synthetic_template_v4,train
19177,health,feel_symptom,me cam_thay di_ung,Mẹ cảm thấy dị ứng.,simple,synthetic_template_v4,train
19178,generated_mix,time_activity,buoi_chieu me dang lam_viec,Buổi chiều mẹ đang làm việc.,medium,synthetic_template_v4,train
19179,quantity,need_quantity,me can tam but,Mẹ cần tám bút.,medium,synthetic_template_v4,train
19180,complex_need,want_food_place,ong muon nuoc o nha_thuoc,Ông muốn nước ở nhà thuốc.,complex,synthetic_template_v4,train
19181,generated_health,time_symptom,buoi_trua con_trai bi dau_chan,Buổi trưa con trai bị đau chân.,medium,synthetic_template_v4,train
19182,generated_mix,want_need_like,con_gai muon ban,Con gái muốn bàn.,simple,synthetic_template_v4,train
19183,generated_mix,time_activity,thu_ba ong dang lam_bai_tap,Thứ ba ông đang làm bài tập.,medium,synthetic_template_v4,train
19184,quantity,need_quantity,chi can nam com,Chị cần năm cơm.,medium,synthetic_template_v4,train
19185,object_action,find_object,toi tim sach,Tôi tìm sách.,simple,synthetic_template_v4,train
19186,weather,weather_statement,buoi_toi troi_lanh,Buổi tối trời lạnh.,simple,synthetic_template_v4,train
19187,quantity,need_quantity,anh can hai dien_thoai,Anh cần hai điện thoại.,medium,synthetic_template_v4,train
19188,generated_health,time_symptom,mua_he em bi ho,Mùa hè em bị ho.,medium,synthetic_template_v4,train
19189,generated_emergency,emergency,thay_giao bi bi_thuong nen can goi_bac_si,Thầy giáo bị bị thương nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
19190,description,object_color,vo mau_xanh,Vở màu xanh.,simple,synthetic_template_v4,train
19191,generated_health,time_symptom,thu_nam chi bi dau_hong,Thứ năm chị bị đau họng.,medium,synthetic_template_v4,train
19192,object_action,need_object,anh can giay,Anh cần giày.,simple,synthetic_template_v4,train
19193,daily_activity,future_activity,thay_giao se tap_the_duc,Thầy giáo sẽ tập thể dục.,simple,synthetic_template_v4,train
19194,generated_mix,time_activity,thu_tu em dang nghe,Thứ tư em đang nghe.,medium,synthetic_template_v4,train
19195,generated_mix,time_activity,chu_nhat toi dang di_hoc,Chủ nhật tôi đang đi học.,medium,synthetic_template_v4,train
19196,generated_mix,time_activity,buoi_toi ban dang nghi,Buổi tối bạn đang nghỉ.,medium,synthetic_template_v4,train
19197,shopping,buy,me muon mua com,Mẹ muốn mua cơm.,simple,synthetic_template_v4,train
19198,generated_mix,time_activity,thang me dang noi,Tháng mẹ đang nói.,medium,synthetic_template_v4,train
19199,time_activity,time_doing,nam me ngu,Năm mẹ ngủ.,medium,synthetic_template_v4,train
19200,need,want,em muon ban_do,Em muốn bản đồ.,simple,synthetic_template_v4,train
19201,quantity,want_quantity,em muon bay dien_thoai,Em muốn bảy điện thoại.,medium,synthetic_template_v4,train
19202,generated_mix,time_activity,buoi_toi toi dang doc_sach,Buổi tối tôi đang đọc sách.,medium,synthetic_template_v4,train
19203,food_drink,like_food,ban thich tra,Bạn thích trà.,simple,synthetic_template_v4,train
19204,need,not_want,me khong muon di_benh_vien,Mẹ không muốn đi bệnh viện.,medium,synthetic_template_v4,train
19205,generated_question,question,nguoi_khiem_thinh can di_benh_vien khong,Người khiếm thính có cần đi bệnh viện không?,medium,synthetic_template_v4,train
19206,time_activity,time_doing,thu_nam me xem,Thứ năm mẹ xem.,medium,synthetic_template_v4,train
19207,shopping,buy,ong muon mua ghe,Ông muốn mua ghế.,simple,synthetic_template_v4,train
19208,generated_health,time_symptom,nam con_gai bi dau_chan,Năm con gái bị đau chân.,medium,synthetic_template_v4,train
19209,generated_health,time_symptom,toi_nay ba bi met,Tối nay bà bị mệt.,medium,synthetic_template_v4,train
19210,need,not_want,chi khong muon nguoi_phien_dich,Chị không muốn người phiên dịch.,medium,synthetic_template_v4,train
19211,complex_need,want_food_place,me muon thit o cho,Mẹ muốn thịt ở chợ.,complex,synthetic_template_v4,train
19212,negation,not_do,toi khong tam,Tôi không tắm.,simple,synthetic_template_v4,train
19213,generated_mix,time_activity,toi_nay co dang mua_sam,Tối nay cô đang mua sắm.,medium,synthetic_template_v4,train
19214,generated_health,time_symptom,ngay benh_nhan bi cam_lanh,Ngày bệnh nhân bị cảm lạnh.,medium,synthetic_template_v4,train
19215,time_activity,time_doing,thu_bay me nghi,Thứ bảy mẹ nghỉ.,medium,synthetic_template_v4,train
19216,generated_mix,time_activity,buoi_sang em dang uong,Buổi sáng em đang uống.,medium,synthetic_template_v4,train
19217,generated_mix,place,chung_toi di cho,Chúng tôi đi chợ.,simple,synthetic_template_v4,train
19218,generated_health,time_symptom,buoi_trua bo bi cam_lanh,Buổi trưa bố bị cảm lạnh.,medium,synthetic_template_v4,train
19219,generated_health,time_symptom,buoi_trua toi bi dau_hong,Buổi trưa tôi bị đau họng.,medium,synthetic_template_v4,train
19220,family,person_activity,con_gai dang viet,Con gái đang viết.,simple,synthetic_template_v4,train
19221,quantity,need_quantity,em can chin nuoc_cam,Em cần chín nước cam.,medium,synthetic_template_v4,train
19222,food_drink,like_food,toi thich tra,Tôi thích trà.,simple,synthetic_template_v4,train
19223,generated_health,time_symptom,buoi_toi toi bi met,Buổi tối tôi bị mệt.,medium,synthetic_template_v4,train
19224,time_activity,time_doing,chu_nhat co_giao noi,Chủ nhật cô giáo nói.,medium,synthetic_template_v4,train
19225,need,want,ban muon but,Bạn muốn bút.,simple,synthetic_template_v4,train
19226,need,need,bo can but,Bố cần bút.,simple,synthetic_template_v4,train
19227,generated_health,time_symptom,thu_hai em bi dau_dau,Thứ hai em bị đau đầu.,medium,synthetic_template_v4,train
19228,time_activity,time_doing,buoi_toi thay_giao doc_sach,Buổi tối thầy giáo đọc sách.,medium,synthetic_template_v4,train
19229,quantity,need_quantity,anh can hai_muoi sach,Anh cần hai mươi sách.,medium,synthetic_template_v4,train
19230,generated_health,time_symptom,mua_he co bi di_ung,Mùa hè cô bị dị ứng.,medium,synthetic_template_v4,train
19231,need,need,co can o,Cô cần ô.,simple,synthetic_template_v4,train
19232,time_activity,time_doing,ngay chi noi,Ngày chị nói.,medium,synthetic_template_v4,train
19233,location,go_to_place,anh di giuong,Anh đi giường.,simple,synthetic_template_v4,train
19234,generated_mix,time_activity,toi_nay con_trai dang tap_the_duc,Tối nay con trai đang tập thể dục.,medium,synthetic_template_v4,train
19235,time_activity,time_doing,hom_nay ba di_hoc,Hôm nay bà đi học.,medium,synthetic_template_v4,train
19236,generated_question,question,chi can ca khong,Chị có cần cá không?,medium,synthetic_template_v4,train
19237,time_activity,time_doing,thu_hai co_giao noi,Thứ hai cô giáo nói.,medium,synthetic_template_v4,train
19238,generated_health,time_symptom,chu_nhat benh_nhan bi dau_lung,Chủ nhật bệnh nhân bị đau lưng.,medium,synthetic_template_v4,train
19239,complex_health,symptom_need,toi bi dau_bung nen can nghi_ngoi,Tôi bị đau bụng nên cần nghỉ ngơi.,complex,synthetic_template_v4,train
19240,generated_mix,place,benh_nhan di nha,Bệnh nhân đi nhà.,simple,synthetic_template_v4,train
19241,daily_activity,doing,thay_giao dang nghe,Thầy giáo đang nghe.,simple,synthetic_template_v4,train
19242,time_activity,time_doing,thu_tu co lam_bai_tap,Thứ tư cô làm bài tập.,medium,synthetic_template_v4,train
19243,generated_mix,time_activity,ngay benh_nhan dang noi,Ngày bệnh nhân đang nói.,medium,synthetic_template_v4,train
19244,generated_health,time_symptom,thu_bay em bi dau_hong,Thứ bảy em bị đau họng.,medium,synthetic_template_v4,train
19245,generated_health,time_symptom,buoi_toi benh_nhan bi cam_lanh,Buổi tối bệnh nhân bị cảm lạnh.,medium,synthetic_template_v4,train
19246,generated_health,time_symptom,buoi_trua co_giao bi cam_lanh,Buổi trưa cô giáo bị cảm lạnh.,medium,synthetic_template_v4,train
19247,need,not_want,chi khong muon o,Chị không muốn ô.,medium,synthetic_template_v4,train
19248,generated_emergency,emergency,con_trai bi dau_dau nen can goi_bac_si,Con trai bị đau đầu nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
19249,location,at_place,em o san_bay,Em ở sân bay.,simple,synthetic_template_v4,train
19250,complex_health,symptom_need,ban bi chong_mat nen can goi_y_ta,Bạn bị chóng mặt nên cần gọi y tá.,complex,synthetic_template_v4,train
19251,generated_mix,time_activity,thang bo dang chay,Tháng bố đang chạy.,medium,synthetic_template_v4,train
19252,quantity,want_quantity,bo muon mot_tram pho,Bố muốn một trăm phở.,medium,synthetic_template_v4,train
19253,generated_health,time_symptom,thu_sau co_giao bi dau,Thứ sáu cô giáo bị đau.,medium,synthetic_template_v4,train
19254,quantity,want_quantity,me muon mot_tram may_tinh,Mẹ muốn một trăm máy tính.,medium,synthetic_template_v4,train
19255,generated_mix,time_activity,mua_he toi dang rua_tay,Mùa hè tôi đang rửa tay.,medium,synthetic_template_v4,train
19256,daily_activity,future_activity,toi se nau_an,Tôi sẽ nấu ăn.,simple,synthetic_template_v4,train
19257,generated_mix,time_activity,buoi_trua thay_giao dang choi,Buổi trưa thầy giáo đang chơi.,medium,synthetic_template_v4,train
19258,generated_health,time_symptom,thu_ba con_gai bi buon_non,Thứ ba con gái bị buồn nôn.,medium,synthetic_template_v4,train
19259,description,object_adj,quan kho_rao,Quần khô ráo.,simple,synthetic_template_v4,train
19260,generated_mix,time_activity,bay_gio co_giao dang tap_the_duc,Bây giờ cô giáo đang tập thể dục.,medium,synthetic_template_v4,train
19261,work,profession,chi la ky_su,Chị là kỹ sư.,simple,synthetic_template_v4,train
19262,generated_mix,time_activity,thu_sau benh_nhan dang tam,Thứ sáu bệnh nhân đang tắm.,medium,synthetic_template_v4,train
19263,generated_health,time_symptom,buoi_chieu co_giao bi dau_chan,Buổi chiều cô giáo bị đau chân.,medium,synthetic_template_v4,train
19264,generated_mix,time_activity,thu_tu toi dang nghi,Thứ tư tôi đang nghỉ.,medium,synthetic_template_v4,train
19265,generated_mix,place,nguoi_khiem_thinh o nha_thuoc,Người khiếm thính ở nhà thuốc.,simple,synthetic_template_v4,train
19266,generated_mix,time_activity,buoi_sang toi dang doc_sach,Buổi sáng tôi đang đọc sách.,medium,synthetic_template_v4,train
19267,generated_health,time_symptom,thu_hai em bi dau,Thứ hai em bị đau.,medium,synthetic_template_v4,train
19268,negation,not_do,toi khong nau_an,Tôi không nấu ăn.,simple,synthetic_template_v4,train
19269,quantity,need_quantity,bo can mot dien_thoai,Bố cần một điện thoại.,medium,synthetic_template_v4,train
19270,generated_mix,want_need_like,con_gai muon chao,Con gái muốn cháo.,simple,synthetic_template_v4,train
19271,generated_health,time_symptom,mua_he ong bi di_ung,Mùa hè ông bị dị ứng.,medium,synthetic_template_v4,train
19272,generated_mix,time_activity,thang chung_toi dang di_bo,Tháng chúng tôi đang đi bộ.,medium,synthetic_template_v4,train
19273,generated_mix,time_activity,buoi_sang toi dang giat_do,Buổi sáng tôi đang giặt đồ.,medium,synthetic_template_v4,train
19274,generated_mix,time_activity,thu_nam con_trai dang ngu,Thứ năm con trai đang ngủ.,medium,synthetic_template_v4,train
19275,generated_mix,time_activity,buoi_trua con_trai dang rua_tay,Buổi trưa con trai đang rửa tay.,medium,synthetic_template_v4,train
19276,daily_activity,doing,bo dang tap_the_duc,Bố đang tập thể dục.,simple,synthetic_template_v4,train
19277,time_activity,time_doing,thu_nam ban nghe,Thứ năm bạn nghe.,medium,synthetic_template_v4,train
19278,generated_health,time_symptom,hom_nay em bi dau_tay,Hôm nay em bị đau tay.,medium,synthetic_template_v4,train
19279,generated_health,time_symptom,chu_nhat thay_giao bi kho_tho,Chủ nhật thầy giáo bị khó thở.,medium,synthetic_template_v4,train
19280,quantity,want_quantity,bo muon nam com,Bố muốn năm cơm.,medium,synthetic_template_v4,train
19281,complex_health,symptom_need,ban bi dau_lung nen can goi_bac_si,Bạn bị đau lưng nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
19282,generated_question,question,me can tra khong,Mẹ có cần trà không?,medium,synthetic_template_v4,train
19283,food_drink,like_food,toi thich ca,Tôi thích cá.,simple,synthetic_template_v4,train
19284,quantity,want_quantity,ban muon chin sach,Bạn muốn chín sách.,medium,synthetic_template_v4,train
19285,quantity,want_quantity,chi muon hai_muoi chao,Chị muốn hai mươi cháo.,medium,synthetic_template_v4,train
19286,time_activity,time_doing,buoi_chieu toi viet,Buổi chiều tôi viết.,medium,synthetic_template_v4,train
19287,quantity,need_quantity,ong can nam may_tinh,Ông cần năm máy tính.,medium,synthetic_template_v4,train
19288,daily_activity,future_activity,co_giao se rua_tay,Cô giáo sẽ rửa tay.,simple,synthetic_template_v4,train
19289,generated_health,time_symptom,ngay_mai nguoi_khiem_thinh bi dau_chan,Ngày mai người khiếm thính bị đau chân.,medium,synthetic_template_v4,train
19290,generated_mix,want_need_like,chi thich dong_ho,Chị thích đồng hồ.,simple,synthetic_template_v4,train
19291,generated_mix,time_activity,buoi_chieu me dang noi,Buổi chiều mẹ đang nói.,medium,synthetic_template_v4,train
19292,need,want,em muon com,Em muốn cơm.,simple,synthetic_template_v4,train
19293,description,object_adj,mu nang,Mũ nặng.,simple,synthetic_template_v4,train
19294,need,not_want,bo khong muon giup_do,Bố không muốn giúp đỡ.,medium,synthetic_template_v4,train
19295,location,at_place,chi o ghe,Chị ở ghế.,simple,synthetic_template_v4,train
19296,quantity,want_quantity,ong muon hai may_tinh,Ông muốn hai máy tính.,medium,synthetic_template_v4,train
19297,generated_health,time_symptom,hom_qua anh bi dau_dau,Hôm qua anh bị đau đầu.,medium,synthetic_template_v4,train
19298,complex_schedule,time_go_place,buoi_sang me se di sieu_thi,Buổi sáng mẹ sẽ đi siêu thị.,complex,synthetic_template_v4,train
19299,generated_mix,time_activity,thu_ba co dang an,Thứ ba cô đang ăn.,medium,synthetic_template_v4,train
19300,generated_mix,time_activity,mua_dong ban dang nau_an,Mùa đông bạn đang nấu ăn.,medium,synthetic_template_v4,train
19301,generated_mix,time_activity,thu_tu nguoi_khiem_thinh dang di_bo,Thứ tư người khiếm thính đang đi bộ.,medium,synthetic_template_v4,train
19302,generated_command,polite,lam_on dua goi_bac_si giup toi,Làm ơn đưa gọi bác sĩ giúp tôi.,medium,synthetic_template_v4,train
19303,generated_mix,time_activity,thu_ba me dang di_cho,Thứ ba mẹ đang đi chợ.,medium,synthetic_template_v4,train
19304,complex_need,want_food_place,bo muon thit o sieu_thi,Bố muốn thịt ở siêu thị.,complex,synthetic_template_v4,train
19305,location,go_to_place,em di ben_xe,Em đi bến xe.,simple,synthetic_template_v4,train
19306,generated_health,time_symptom,buoi_sang benh_nhan bi buon_non,Buổi sáng bệnh nhân bị buồn nôn.,medium,synthetic_template_v4,train
19307,generated_mix,time_activity,nam con_trai dang di_bo,Năm con trai đang đi bộ.,medium,synthetic_template_v4,train
19308,object_action,lost_object,bo mat giuong,Bố mất giường.,medium,synthetic_template_v4,train
19309,generated_health,time_symptom,thu_bay nguoi_khiem_thinh bi met,Thứ bảy người khiếm thính bị mệt.,medium,synthetic_template_v4,train
19310,generated_mix,time_activity,ngay toi dang tam,Ngày tôi đang tắm.,medium,synthetic_template_v4,train
19311,generated_mix,time_activity,toi_nay benh_nhan dang noi,Tối nay bệnh nhân đang nói.,medium,synthetic_template_v4,train
19312,generated_health,time_symptom,bay_gio con_trai bi dau_chan,Bây giờ con trai bị đau chân.,medium,synthetic_template_v4,train
19313,generated_command,polite,lam_on dua mu giup toi,Làm ơn đưa mũ giúp tôi.,medium,synthetic_template_v4,train
19314,description,object_color,dong_ho mau_hong,Đồng hồ màu hồng.,simple,synthetic_template_v4,train
19315,generated_mix,time_activity,buoi_toi ban dang di_cho,Buổi tối bạn đang đi chợ.,medium,synthetic_template_v4,train
19316,generated_health,time_symptom,thu_sau anh bi sot,Thứ sáu anh bị sốt.,medium,synthetic_template_v4,train
19317,generated_mix,time_activity,buoi_sang chung_toi dang tam,Buổi sáng chúng tôi đang tắm.,medium,synthetic_template_v4,train
19318,time_activity,time_doing,buoi_sang toi viet,Buổi sáng tôi viết.,medium,synthetic_template_v4,train
19319,quantity,want_quantity,toi muon mot_tram sua,Tôi muốn một trăm sữa.,medium,synthetic_template_v4,train
19320,generated_health,time_symptom,bay_gio co_giao bi buon_non,Bây giờ cô giáo bị buồn nôn.,medium,synthetic_template_v4,train
19321,time_activity,time_doing,thang bo lam_bai_tap,Tháng bố làm bài tập.,medium,synthetic_template_v4,train
19322,generated_mix,time_activity,thu_tu em dang nghi,Thứ tư em đang nghỉ.,medium,synthetic_template_v4,train
19323,location,want_go_place,co_giao muon di phong,Cô giáo muốn đi phòng.,medium,synthetic_template_v4,train
19324,time_activity,time_doing,mua_dong co_giao noi,Mùa đông cô giáo nói.,medium,synthetic_template_v4,train
19325,generated_mix,time_activity,thu_bay me dang nau_an,Thứ bảy mẹ đang nấu ăn.,medium,synthetic_template_v4,train
19326,generated_mix,time_activity,hom_qua con_gai dang di_hoc,Hôm qua con gái đang đi học.,medium,synthetic_template_v4,train
19327,time_activity,time_doing,thu_hai ban lam_bai_tap,Thứ hai bạn làm bài tập.,medium,synthetic_template_v4,train
19328,quantity,need_quantity,anh can bon sach,Anh cần bốn sách.,medium,synthetic_template_v4,train
19329,generated_mix,time_activity,buoi_trua co_giao dang lam_bai_tap,Buổi trưa cô giáo đang làm bài tập.,medium,synthetic_template_v4,train
19330,generated_health,time_symptom,nam ban bi bi_thuong,Năm bạn bị bị thương.,medium,synthetic_template_v4,train
19331,generated_mix,time_activity,thu_tu me dang nau_an,Thứ tư mẹ đang nấu ăn.,medium,synthetic_template_v4,train
19332,generated_health,time_symptom,buoi_sang bo bi dau_chan,Buổi sáng bố bị đau chân.,medium,synthetic_template_v4,train
19333,complex_need,want_food_place,chi muon chao o truong,Chị muốn cháo ở trường.,complex,synthetic_template_v4,train
19334,quantity,need_quantity,chi can nam banh_mi,Chị cần năm bánh mì.,medium,synthetic_template_v4,train
19335,generated_mix,time_activity,ngay ban dang mua_sam,Ngày bạn đang mua sắm.,medium,synthetic_template_v4,train
19336,quantity,want_quantity,anh muon nam ban_phim,Anh muốn năm bàn phím.,medium,synthetic_template_v4,train
19337,generated_mix,want_need_like,nguoi_khiem_thinh thich sua,Người khiếm thính thích sữa.,simple,synthetic_template_v4,train
19338,generated_mix,time_activity,bay_gio em dang doc_sach,Bây giờ em đang đọc sách.,medium,synthetic_template_v4,train
19339,work,profession,ban la ky_su,Bạn là kỹ sư.,simple,synthetic_template_v4,train
19340,weather,weather_question,thu_ba co_may khong,Thứ ba có có mây không?,medium,synthetic_template_v4,train
19341,generated_health,time_symptom,buoi_trua chi bi kho_tho,Buổi trưa chị bị khó thở.,medium,synthetic_template_v4,train
19342,generated_health,time_symptom,hom_nay chung_toi bi chay_mau,Hôm nay chúng tôi bị chảy máu.,medium,synthetic_template_v4,train
19343,weather,weather_statement,toi_nay troi_mua,Tối nay trời mưa.,simple,synthetic_template_v4,train
19344,food_drink,want_food,em muon ca,Em muốn cá.,simple,synthetic_template_v4,train
19345,time_activity,time_doing,thu_sau co_giao doc_sach,Thứ sáu cô giáo đọc sách.,medium,synthetic_template_v4,train
19346,generated_health,time_symptom,mua_dong me bi dau_bung,Mùa đông mẹ bị đau bụng.,medium,synthetic_template_v4,train
19347,generated_mix,time_activity,bay_gio ong dang tam,Bây giờ ông đang tắm.,medium,synthetic_template_v4,train
19348,generated_mix,time_activity,chu_nhat nguoi_khiem_thinh dang xem,Chủ nhật người khiếm thính đang xem.,medium,synthetic_template_v4,train
19349,generated_health,time_symptom,buoi_sang con_gai bi chong_mat,Buổi sáng con gái bị chóng mặt.,medium,synthetic_template_v4,train
19350,family,person_location,bac_si o benh_vien,Bác sĩ ở bệnh viện.,simple,synthetic_template_v4,train
19351,generated_health,time_symptom,thu_nam ba bi sot,Thứ năm bà bị sốt.,medium,synthetic_template_v4,train
19352,quantity,need_quantity,em can ba nuoc_cam,Em cần ba nước cam.,medium,synthetic_template_v4,train
19353,generated_health,time_symptom,bay_gio ba bi chay_mau,Bây giờ bà bị chảy máu.,medium,synthetic_template_v4,train
19354,daily_activity,future_activity,chi se rua_tay,Chị sẽ rửa tay.,simple,synthetic_template_v4,train
19355,generated_mix,time_activity,bay_gio ong dang nghi,Bây giờ ông đang nghỉ.,medium,synthetic_template_v4,train
19356,weather,weather_statement,thu_ba bao,Thứ ba bão.,simple,synthetic_template_v4,train
19357,generated_mix,time_activity,chu_nhat chi dang tam,Chủ nhật chị đang tắm.,medium,synthetic_template_v4,train
19358,time_activity,time_doing,hom_nay ba lam_bai_tap,Hôm nay bà làm bài tập.,medium,synthetic_template_v4,train
19359,generated_mix,time_activity,buoi_toi em dang noi,Buổi tối em đang nói.,medium,synthetic_template_v4,train
19360,generated_health,time_symptom,buoi_chieu co bi dau_bung,Buổi chiều cô bị đau bụng.,medium,synthetic_template_v4,train
19361,generated_health,time_symptom,ngay_mai co bi dau_dau,Ngày mai cô bị đau đầu.,medium,synthetic_template_v4,train
19362,object_action,lost_object,em mat quan,Em mất quần.,medium,synthetic_template_v4,train
19363,generated_mix,time_activity,buoi_sang chung_toi dang choi,Buổi sáng chúng tôi đang chơi.,medium,synthetic_template_v4,train
19364,generated_question,question,ban can thuc_an khong,Bạn có cần thức ăn không?,medium,synthetic_template_v4,train
19365,quantity,need_quantity,ban can mot_tram ban_phim,Bạn cần một trăm bàn phím.,medium,synthetic_template_v4,train
19366,quantity,need_quantity,bo can chin dien_thoai,Bố cần chín điện thoại.,medium,synthetic_template_v4,train
19367,family,person_location,con_gai o cho,Con gái ở chợ.,simple,synthetic_template_v4,train
19368,generated_mix,time_activity,thu_nam em dang nau_an,Thứ năm em đang nấu ăn.,medium,synthetic_template_v4,train
19369,generated_question,question,ban co nuoc_cam khong,Bạn có nước cam không?,medium,synthetic_template_v4,train
19370,generated_mix,time_activity,thu_sau anh dang lam_viec,Thứ sáu anh đang làm việc.,medium,synthetic_template_v4,train
19371,quantity,need_quantity,anh can nam com,Anh cần năm cơm.,medium,synthetic_template_v4,train
19372,quantity,want_quantity,ong muon bon sach,Ông muốn bốn sách.,medium,synthetic_template_v4,train
19373,time_activity,time_doing,mua_he co nghe,Mùa hè cô nghe.,medium,synthetic_template_v4,train
19374,complex_health,symptom_need,chi bi dau_tay nen can di_nha_ve_sinh,Chị bị đau tay nên cần đi nhà vệ sinh.,complex,synthetic_template_v4,train
19375,generated_mix,place,benh_nhan di phong_ngu,Bệnh nhân đi phòng ngủ.,simple,synthetic_template_v4,train
19376,generated_emergency,emergency,benh_nhan bi dau_hong nen can goi_bac_si,Bệnh nhân bị đau họng nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
19377,daily_activity,future_activity,bo se doc_sach,Bố sẽ đọc sách.,simple,synthetic_template_v4,train
19378,generated_mix,time_activity,buoi_trua co dang nau_an,Buổi trưa cô đang nấu ăn.,medium,synthetic_template_v4,train
19379,object_action,want_object,anh muon noi_com_dien,Anh muốn nồi cơm điện.,simple,synthetic_template_v4,train
19380,need,want,ba muon nghi_ngoi,Bà muốn nghỉ ngơi.,simple,synthetic_template_v4,train
19381,generated_question,question,em can di_benh_vien khong,Em có cần đi bệnh viện không?,medium,synthetic_template_v4,train
19382,daily_activity,doing,bo dang di_cho,Bố đang đi chợ.,simple,synthetic_template_v4,train
19383,generated_mix,time_activity,mua_he con_trai dang nghi,Mùa hè con trai đang nghỉ.,medium,synthetic_template_v4,train
19384,complex_health,symptom_need,em bi dau_dau nen can nghi_ngoi,Em bị đau đầu nên cần nghỉ ngơi.,complex,synthetic_template_v4,train
19385,complex_need,want_food_place,chi muon nuoc_cam o phong_kham,Chị muốn nước cam ở phòng khám.,complex,synthetic_template_v4,train
19386,generated_mix,time_activity,buoi_trua con_trai dang noi,Buổi trưa con trai đang nói.,medium,synthetic_template_v4,train
19387,generated_mix,time_activity,mua_dong toi dang xem,Mùa đông tôi đang xem.,medium,synthetic_template_v4,train
19388,generated_mix,time_activity,nam benh_nhan dang chay,Năm bệnh nhân đang chạy.,medium,synthetic_template_v4,train
19389,generated_mix,time_activity,thu_sau con_gai dang an,Thứ sáu con gái đang ăn.,medium,synthetic_template_v4,train
19390,description,object_color,ban_phim mau_hong,Bàn phím màu hồng.,simple,synthetic_template_v4,train
19391,food_drink,dislike_food,me khong_thich tra,Mẹ không thích trà.,medium,synthetic_template_v4,train
19392,generated_health,time_symptom,thu_nam benh_nhan bi chay_mau,Thứ năm bệnh nhân bị chảy máu.,medium,synthetic_template_v4,train
19393,generated_mix,time_activity,mua_dong con_trai dang tam,Mùa đông con trai đang tắm.,medium,synthetic_template_v4,train
19394,generated_mix,time_activity,ngay_mai me dang noi,Ngày mai mẹ đang nói.,medium,synthetic_template_v4,train
19395,generated_mix,time_activity,buoi_trua em dang di_hoc,Buổi trưa em đang đi học.,medium,synthetic_template_v4,train
19396,generated_mix,want_need_like,me thich kinh_lup,Mẹ thích kính lúp.,simple,synthetic_template_v4,train
19397,quantity,want_quantity,anh muon ba may_tinh,Anh muốn ba máy tính.,medium,synthetic_template_v4,train
19398,complex_need,want_food_place,toi muon nuoc o nha,Tôi muốn nước ở nhà.,complex,synthetic_template_v4,train
19399,generated_health,time_symptom,mua_he bo bi chong_mat,Mùa hè bố bị chóng mặt.,medium,synthetic_template_v4,train
19400,complex_health,symptom_need,anh bi kho_tho nen can goi_bac_si,Anh bị khó thở nên cần gọi bác sĩ.,complex,synthetic_template_v4,train
19401,food_drink,need_food,bo can sua,Bố cần sữa.,simple,synthetic_template_v4,train
19402,generated_mix,time_activity,toi_nay em dang lam_bai_tap,Tối nay em đang làm bài tập.,medium,synthetic_template_v4,train
19403,generated_mix,time_activity,ngay toi dang rua_tay,Ngày tôi đang rửa tay.,medium,synthetic_template_v4,train
19404,negation,disagree,bo khong_dong_y,Bố không đồng ý.,simple,synthetic_template_v4,train
19405,generated_mix,time_activity,thang ban dang di_cho,Tháng bạn đang đi chợ.,medium,synthetic_template_v4,train
19406,time_activity,time_doing,thu_ba bo nghe,Thứ ba bố nghe.,medium,synthetic_template_v4,train
19407,health,symptom,em bi dau_hong,Em bị đau họng.,simple,synthetic_template_v4,train
19408,complex_need,want_food_place,toi muon banh_mi o nha_thuoc,Tôi muốn bánh mì ở nhà thuốc.,complex,synthetic_template_v4,train
19409,time_activity,time_doing,thang em noi,Tháng em nói.,medium,synthetic_template_v4,train
19410,complex_schedule,time_go_place,toi_nay anh se di benh_vien,Tối nay anh sẽ đi bệnh viện.,complex,synthetic_template_v4,train
